	tweet	class
1734	nytimes seems dont come trash nobody outside hollywood knows ppl pay see ha guess hw dont	0
1735	ovoshubham fuck bitch bout u get bitch ass nigga stupid ass	1
1736	obamac like peaceful boring like fighting come ghetto u remember p impossible	0
1737	ofhdirector everybody look bird killing wind mill lover	0
1738	oliver making clams betting hope living	0
1739	oliviagobert lmao yes kind like ghetto yet says u feel	0
1740	oniinebaby knew faggot though	1
1741	operationsafe galtsgirl lived attest trust muzzie nation million light years	0
1742	orchetect mad libs cool uh	0
1743	osnapitzthorne acaciabrinley trash	0
1744	panchoftf red yellow	0
1745	paolo like charlie chan style never saw either hmm makes think cockneys killzone series	0
1746	passit liv hit bitch like see bruises	1
1747	patrickkimmis white remember dad running rotary hoe corn freeze knock dead leaves turn brown	0
1748	patrickstpierre fucking faggot	1
1749	pauijac parental unit trash	0
1750	pcrossvol always one never realize worst unsolicited unaffiliated trash talker	0
1751	petehelm yeah sting already proven draw apples oranges signs people sole purpose burying	0
1752	peteyhoti funky monkey	0
1753	phalaenadispar	0
1754	phishlicia fag	1
1755	phreshagu yeah right know mexicans bringing family hoe finna packed	1
1756	politicsofamy whoa easy amy slag canucks much generalization	0
1757	poloswagmaster go could hook plant city faggots	1
1758	pombuenaa surprised could read slits eyes	1
1759	pontotoc best story http co hs nifmuek time visit yellow friends ccincinnati	0
1760	pragathiguru viswa moulie wanna ur friend please shall	0
1761	prettygrl rocky ugly dyke	1
1762	prtini yes yankees stalking weird people many things pr chat	0
1763	pubsubs adessences tzanchan btw genocide war people gaza combatants people warsaw ghetto	0
1764	rachaelkbrown billybutlerkc oreo unexplainable	0
1765	rachel gautreau babyydrey hey rachel g name isint kenneth ok let get straight best backing go ghetto	0
1766	ramaxe dubya hates todays teabagger movement	0
1767	rasheedibrahim gets cold yall gonna trash lol	0
1768	rashidgill see guys later gotta go bake blood crackers razahussain	0
1769	ravenalegria prattprattpratt impressed anybody could chug smirnoff ice quickly	0
1770	rbigwood gameofarmsamc course win lose always exciting matches spilt blood trash talker	0
1771	rbigwood hollywood underwood took shirt started screaming dark hah like horror movie nips	0
1772	real hfacts stfu u ugly dyke	1
1773	realdonaldtrump looks like reg memphis tn trash got everywhere	1
1774	regankelly go gulls first grade cracker physical	0
1775	rem slicknet netmag right link would trash bin gotcha	0
1776	richarddeitsch yeah cripple getting clean helped call fair either way	0
1777	rickygervais boring hack allah mohamed also fags please mention well god take away balls punishment	1
1778	rochaaxx yellow	0
1779	ronniecaine bout trash huh	0
1780	ryancommakerry dianaaaxo jennaamendolare guys number yankees looks like uncle stevie lmao im dying	0
1781	ryanhoover like never gave camera bird	0
1782	salomanizor faggot	1
1783	samzbikowski cody always calling people nigger fucking spaz	1
1784	samzbikowski chug ranch	0
1785	samzbikowski negro amigo pulled gun nate weeks ago stoked	1
1786	sandcowboy hey hillbilly jim greg hammer valentine pffttt	0
1787	santagati bc deleted visionary saw subtweet next time tho love jail bird dresses	0
1788	saraelizabethj happens date colored	1
1789	sarahvicwood im going murder fucking cunt	1
1790	sassyharryballs ugly white bitch	1
1791	sassyharryballs ur ballsack hairy gtfo tranny prude bitch	1
1792	saucygyro back nigger music decent	1
1793	savannahx negative slopes aka chart grades math	0
1794	sbsylvester kieffer jason hunterbuch bitch u ugly hoe	1
1795	schola gomes oh make brownies alright	0
1796	seannn youre fag	1
1797	seanphathaway bad though drawing conclusions white america based person poll slippery slope	0
1798	seansteiger faggot	1
1799	secretasianman kitt yeah real pom maven	0
1800	section ssoul yall defense trash	0
1801	sekhmet cactus yellow lab chow mix hershey everybody active buddy cactus one special pup angel	0
1802	selenalinn jets trash bad see meant	0
1803	selina dabbagh song pollo hermanos heisenberg	0
1804	serenity assume tranny went morning maxima	0
1805	sevensixxx oldirtyjesus great reply except trash	0
1806	shanetallant bite promise friendly bird	0
1807	shefeelsd payne hell naw star team lol sure white honkey called nigga	1
1808	sho time mitchvorce chill ur pussy gay af	1
1809	shrekkalove	0
1810	simons lives keep shape ski slopes	0
1811	simonslives recordstoreday cheers dude might nip town theeditors vinyl musicmatters	0
1812	sippey birds came	0
1813	sisternoles fingers crossed chug chug chug lol	0
1814	sizzurp bootyacid ilikecats yopapi chulo go back lego club faggot	1
1815	sizzurp bootyacid ilikecats yopapi chulo yeah ok nigger	1
1816	skrabah nigga honkie	1
1817	skyereyes oreo cookie	0
1818	slayerific brenda skelton daisymcgarr get wrong g hunt birds lot work well hungry	0
1819	slayerific brenda skelton daisymcgarr hunt birds unless count shooting dove season power line bb gun	0
1820	slayerific daisymcgarr like said might check sure bird shot counts getting shot	0
1821	slickbackjr forgot bull said yeezus good j cole trash http co kkuzv pddr	0
1822	smokeabluntdgaf haiimbreanna guys get evolution share common ancestor apes	0
1823	snortcourt tripleaaayy c allen jbake apes	0
1824	solopo got taxis right get oreo right possible	0
1825	sophhh marie ugly emo trash go cut	1
1826	spence reed bro heard slaughter songs trash freestylers	0
1827	sportswatch time dump another diet coke trash	0
1828	sramirez goldbar dumb bitch dad pick like faggots like	1
1829	steve phillips funny thought bobmuellerwkrn tbt photo week would hanging trash ankles	0
1830	stevoburns imswaveynshit freddiegibbs soft shit handicapped retarded	1
1831	strawberrycoca ling ling krunkchip	0
1832	suchy monster make feel warm fuzzy inside youcansitwithus	0
1833	sweetakin rich white liberals know best black people see obviously uncle toms	1
1834	sweetlou lol fun race since hs charlotte crazy redneck times lol	0
1835	sweetlou thanks hun crushed love working months gone time go back	0
1836	syd renae okay cool one mine black fuzzy pink back sparkles hallelujah	0
1837	harris working route running catching good wr grier fun white trash racist uf fans fsu	1
1838	tarbetto find one beat nathan moons head ice ol andrew straight trash far hockey	0
1839	tayscalf must run brownies	0
1840	tdwp practically anything colored red often contain red pigments extracted female coccus costa cochineal insect	0
1841	team darrion night jigaboo http co vxkcg ygxf	0
1842	teapot great gif got source url gifs	0
1843	teenagesleuth got except eric holder gave beaners kill americans guess race blind	1
1844	terrorwatchusa think whites trying blackish socal call wiggers liberals democrats	0
1845	theechaco danawhite watching trash	0
1846	theejustinholt redskins pretty good year	0
1847	theejustinholt trash cowboys beat redskins twice last year	0
1848	thejokerxo nah let french montana spit trash	0
1849	thelovemaster gonna nip right bud	0
1850	thereal emandm whenever feel like til monday put two weeks flip bird mannn	0
1851	thereal emandm texans st play redskins year	0
1852	therealduxy tkfan pretty pretty jeezus redneck education showing	0
1853	therealjuicyj projectpathcp yea ho	0
1854	theshardyrebel faggot	1
1855	thewagnerer fags	1
1856	tiffantasticc dad genuine happy guy kids niggers though jimmy nigga eva	1
1857	tmundal moist bint lobbed sword think la de da king	0
1858	toddgunter pack head nyc please enjoy called hick years come home humbled plans	0
1859	tonipmusic woahh ahha remember charlie chocolate factory think killed lucy think abby	0
1860	tonynolanlive special time place decaf coffee never trash family motto java habits	0
1861	tori mills believe fuckin punk nigga bitch	1
1862	tracieeeeee wha waiting showtime bring back queer folk	0
1863	travistefft know feel never thought see sox win lifetime hope use ant yankees hook see game	0
1864	treagle early bird gets worm tomcat	0
1865	triple em hunglikerobby bitch watch fucking mouth dirty whore swear god thin line	1
1866	truckpartstores intended get pics time must mud race event weekend like redneck convoy	0
1867	true east trash http co iudvnqckb	0
1868	truuueee bitch done u sunday nigga	1
1869	tsmith sorry missed mean live disgusting muzzies uk r disgusting great sun	0
1870	tweebest clam	0
1871	tweetstar saw slope wire enough zip line businessopportunity	0
1872	tyler wilde throw birds long pointy beaks	0
1873	tyler wilde ch burashka sure gets nit picky russian monkey bear thing sometimes	0
1874	tyler wilde saying like bird eating spider something bet pseudobread coulda done	0
1875	tytytooflyy ima fill ur clam	0
1876	uk ba learn dance nuh cuz u know carnival like pick months old yardie ting lol	0
1877	urbasicyabish mikeaveli fucking faggot	1
1878	urbasicyabish nigor	0
1879	valerie uhh messi trash im flattered games scorre	0
1880	valonfox hell blk stop sayin nigger america	1
1881	vanessa honestly performers red carpet trash hahahaahahahaha	0
1882	vernon female grand champion jesse heard bird outside http co oinieej c	0
1883	vernon town movie friends stabbed nig times got sent prison justice	1
1884	vh adeneca chocolate sunshinejones aye respect ya hustle dont tweet anymore trash ass videos thank u kindly	0
1885	vinny vicious faggot knew really friend	1
1886	vj mention ugly cunt go back iran	1
1887	walterthecat galliumrblx colored blind	0
1888	washingtonpost people work companies tend trash	0
1889	wbpictures wish spend go filthy theatre watch fuzzy screen bad sound annabelle	0
1890	wclemons thejoelberggren anthonycumia little fag least fuck woman kids plus work support hipster homo	1
1891	white thunduh bitch dont want ugly ass gtfo ol peyton manning lookin ass	1
1892	whiteangelss dont u end us monkeys u hate us better crackers love deep u know weve done nothin u	1
1893	whits ajalapilgrim yankee	0
1894	whits good read rt wired cat thinks huge unpredictable ape http co nza zuwugp http co p f gmkufy	0
1895	chrisjones whyyousoshort dis crack ass cracker	1
1896	whoswilly white boy talmbout ight see tomorrow school nigger	1
1897	wienerherzog perfect stock photography article letting leprechaun looking handyman get liquor cabinet	0
1898	wodaeeex didnt open das asked cus thought yu ate wat pork chops yellow rice n beans	0
1899	wutkarina alright fag	1
1900	xloitersquadx made lunch fat faggot	1
1901	xzimpx prophzilla twitter fag also retarded	1
1902	xiibyte watched video good stuff thought let new boss boon says old character surprise argus	0
1903	xtinel linda mmagc slippery slope want lose right self defense st background checks	0
1904	xtruthseekerx blaxican	0
1905	yawlknow hoskinsty rednecks none keep fire lit	1
1906	yfly mock draft	0
1907	yobritttany wagon burner jk jk look pretty latino	0
1908	yooperslayer better banning teabaggers anti american supporters	0
1909	young moniee chinks email moving china slicing throat	1
1910	youngscooter ghetto gold needa first music vid	0
1911	yungdipio iemonaids like really want rafter monkey	0
1912	zeitgeistbabe hear bill likes trailer trash like lincromero jtstover theobamadiary rebhug loriisright	1
1913	zhandlen love white noise love delillo resisted reading house leaves years mocks shelf	0
1914	zt mm lucky monkey	0
1915	gwb appointee goes activist judges slant oh wait already exposed completely farcical gwb appointee	0
1916	message humanity charlie chaplin mobengalfan disl automatic mikehoho http co itdircnt	0
1917	yankee win makes day better	0
1918	bird flew window hope okay	0
1919	ghetto girl best bet find work call center try climb corporate latter	0
1920	guy claiming republican called c span news said republicans hate nigger obama https co xze u guzm	1
1921	homeless dog living trash pile gets rescued something amazing please share http co szpstdxmn via youtube	0
1922	light tender yellow butter cake classic boiled icing traditionally made burnt sugar http co xpqktltnkh	0
1923	new way look aliens find trash http co n cth jrda	0
1924	nicca say ballin ask em title n deeds wher clothes n keys	1
1925	pharaohs nd angry bird http co jmc er ka	0
1926	random scroll lands rt harryrellofonte charlie horses durin sex simply means drink enough water day	0
1927	shockingly true tale oreo almost got devoured http co wyis lvdsi	0
1928	squad dyke cholas fear nobody worse cartel	0
1929	teen running around target monkey pjs screaming oo oo ah ah fitting room girls cackling today designed annoy	0
1930	white lighter bad luck yellow ur stupid	0
1931	yellow jacket landed mouth stung cutting grass safe say http co cayucs	0
1932	rod said number wears uniform opposing teams fear fact rod damn cancer yankees	0
1933	northkorea called barack monkey lol	0
